_type,url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,Searh,,manual_label
snscrape.modules.twitter.Tweet,https://twitter.com/seriouschris90/status/1500259829587263490,2022-03-05 23:59:51+00:00,@RitchieTorres Please get it done!! Arm Ukraine to the teeth! They are being killed senselessly! #StandwithUkraine,@RitchieTorres Please get it done!! Arm Ukraine to the teeth! They are being killed senselessly! #StandwithUkraine,1.50E+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'seriouschris90', 'id': 1242631919231283202, 'displayname': '🇺🇸🇺🇸Christopher L 🇺🇦🇺🇦', 'description': 'Always seeking knowledge and happiness.', 'rawDescription': 'Always seeking knowledge and happiness.', 'descriptionUrls': None, 'verified': False, 'created': '2020-03-25T02:00:43+00:00', 'followersCount': 4, 'friendsCount': 32, 'statusesCount': 555, 'favouritesCount': 359, 'listedCount': 0, 'mediaCount': 12, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1242632756674297856/EG8EMPWI_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1242631919231283202/1587174972', 'label': None, 'url': 'https://twitter.com/seriouschris90'}",0,0,0,0,1.50E+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.50E+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'RitchieTorres', 'id': 1247612029, 'displayname': 'Ritchie Torres', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/RitchieTorres'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'RitchieTorres', 'id': 1247612029, 'displayname': 'Ritchie Torres', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/RitchieTorres'}]",,,['StandwithUkraine'],,StandWithUkraine,,standwithukraine'
snscrape.modules.twitter.Tweet,https://twitter.com/dyingBreath/status/1500259821999857665,2022-03-05 23:59:49+00:00,"Maybe it's the end but it never is, stay strong… #StandWithUkraine #PrayingForUkraine https://t.co/ahGLwjeKZE","Maybe it's the end but it never is, stay strong… #StandWithUkraine #PrayingForUkraine https://t.co/ahGLwjeKZE",1.50E+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'dyingBreath', 'id': 21406896, 'displayname': 'Alexander Perez†', 'description': ""Pαnαmαniαn, Professor & Grαphic Designer \uf8ff; living in #Pαnαmα for now; life is a journey and it won't end until you decide; #CostαRicα in my heαrt."", 'rawDescription': ""Pαnαmαniαn, Professor & Grαphic Designer \uf8ff; living in #Pαnαmα for now; life is a journey and it won't end until you decide; #CostαRicα in my heαrt."", 'descriptionUrls': None, 'verified': False, 'created': '2009-02-20T15:50:11+00:00', 'followersCount': 104, 'friendsCount': 216, 'statusesCount': 28582, 'favouritesCount': 7492, 'listedCount': 7, 'mediaCount': 5689, 'location': 'Panamá', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1492702756712374272/gujpLBLK_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/21406896/1637016067', 'label': None, 'url': 'https://twitter.com/dyingBreath'}",0,3,1,0,1.50E+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/FNH-WpmX0AI-Vre?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FNH-WpmX0AI-Vre?format=jpg&name=large'}]",,,,,,,,"['StandWithUkraine', 'PrayingForUkraine']",,StandWithUkraine,,standwithukraine'
snscrape.modules.twitter.Tweet,https://twitter.com/happytoday_777/status/1500259781365276673,2022-03-05 23:59:40+00:00,"2年ぶりに東京マラソンやるんだね！参加の皆さん楽しんで下さいね。小池都知事の服がウクライナカラーだ♪
#東京マラソン
#NoWar
#StandWithUkraine
#нетвойне
#Противійни","2年ぶりに東京マラソンやるんだね！参加の皆さん楽しんで下さいね。小池都知事の服がウクライナカラーだ♪
#東京マラソン
#NoWar
#StandWithUkraine
#нетвойне
#Противійни",1.50E+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'happytoday_777', 'id': 1405309067061383169, 'displayname': '昭和happy', 'description': '昭和なおばちゃんです♪思った事を只々呟きます。韓流ドラマとゲームでコロナ禍乗り切ろう！', 'rawDescription': '昭和なおばちゃんです♪思った事を只々呟きます。韓流ドラマとゲームでコロナ禍乗り切ろう！', 'descriptionUrls': None, 'verified': False, 'created': '2021-06-16T23:39:39+00:00', 'followersCount': 41, 'friendsCount': 80, 'statusesCount': 175, 'favouritesCount': 176, 'listedCount': 0, 'mediaCount': 26, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1428259615829987328/2V8qHPJw_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1405309067061383169/1629358574', 'label': None, 'url': 'https://twitter.com/happytoday_777'}",0,1,2,0,1.50E+18,ja,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,,,,,"['東京マラソン', 'NoWar', 'StandWithUkraine', 'нетвойне', 'Противійни']",,StandWithUkraine,,NA
snscrape.modules.twitter.Tweet,https://twitter.com/Aaron25029105/status/1500259754970472450,2022-03-05 23:59:33+00:00,@chipfranklin I Stand With Ukraine 🇺🇦🇺🇲🇺🇦🇺🇲🇺🇦🇺🇲🇺🇦🇺🇲🇺🇦🇺🇲,@chipfranklin I Stand With Ukraine 🇺🇦🇺🇲🇺🇦🇺🇲🇺🇦🇺🇲🇺🇦🇺🇲🇺🇦🇺🇲,1.50E+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Aaron25029105', 'id': 1206849429593976832, 'displayname': 'Aaron', 'description': ""I Love to have fun I'm out going I have a good Sense of humor I love to make people  laugh"", 'rawDescription': ""I Love to have fun I'm out going I have a good Sense of humor I love to make people  laugh"", 'descriptionUrls': None, 'verified': False, 'created': '2019-12-17T08:11:57+00:00', 'followersCount': 15, 'friendsCount': 1070, 'statusesCount': 263, 'favouritesCount': 51, 'listedCount': 0, 'mediaCount': 21, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1206849654370926593/eg90HH0p_normal.jpg', 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/Aaron25029105'}",1,0,1,0,1.50E+18,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,1.50E+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'chipfranklin', 'id': 48325671, 'displayname': 'Chip Franklin.com', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/chipfranklin'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'chipfranklin', 'id': 48325671, 'displayname': 'Chip Franklin.com', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/chipfranklin'}]",,,,,StandWithUkraine,,standwithukraine'
snscrape.modules.twitter.Tweet,https://twitter.com/loveamaninasuit/status/1500259736696107008,2022-03-05 23:59:29+00:00,"Amor d'Água Fresca by Rita Redshoes in Ukraine colors 💙💛#StandWithUkraine
https://t.co/UzOE9PON4F","Amor d'Água Fresca by Rita Redshoes in Ukraine colors 💙💛#StandWithUkraine
https://t.co/UzOE9PON4F",1.50E+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'loveamaninasuit', 'id': 1477445846811750403, 'displayname': 'rita', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': '2022-01-02T01:05:32+00:00', 'followersCount': 44, 'friendsCount': 45, 'statusesCount': 325, 'favouritesCount': 164, 'listedCount': 0, 'mediaCount': 51, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1500440681466191872/Rc3OCkLJ_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1477445846811750403/1646171569', 'label': None, 'url': 'https://twitter.com/loveamaninasuit'}",0,2,2,0,1.50E+18,ca,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1500247861392547844/pu/img/VIvWAOpgX0F5BFsK.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1500247861392547844/pu/pl/-Tnp18BqiWRCv_FH.m3u8?tag=12&container=fmp4', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1500247861392547844/pu/vid/1280x720/0y9G5n3bMTkE_V-G.mp4?tag=12', 'bitrate': 2176000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1500247861392547844/pu/vid/640x360/fjeuupUOu9C3BYi_.mp4?tag=12', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1500247861392547844/pu/vid/480x270/F7mPKrt8Y-eDHsAh.mp4?tag=12', 'bitrate': 256000}], 'duration': 140.0, 'views': 4523}]",,,,,,,,['StandWithUkraine'],,StandWithUkraine,,standwithukraine'
snscrape.modules.twitter.Tweet,https://twitter.com/ericjw/status/1500259721567109124,2022-03-05 23:59:25+00:00,#StandWithUkraine 🇺🇦 https://t.co/ZqZgWeWG4e,#StandWithUkraine 🇺🇦 twitter.com/BNONews/status…,1.50E+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'ericjw', 'id': 29129511, 'displayname': 'Eric Winberg', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': '2009-04-06T02:51:29+00:00', 'followersCount': 85, 'friendsCount': 693, 'statusesCount': 19815, 'favouritesCount': 43556, 'listedCount': 0, 'mediaCount': 96, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/ericjw'}",0,0,0,0,1.50E+18,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://twitter.com/BNONews/status/1500234200913518599'],['https://t.co/ZqZgWeWG4e'],,,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/BNONews/status/1500234200913518599', 'date': '2022-03-05T22:18:01+00:00', 'content': 'BREAKING: Mastercard and Visa suspend all operations in Russia', 'renderedContent': 'BREAKING: Mastercard and Visa suspend all operations in Russia', 'id': 1500234200913518599, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'BNONews', 'id': 189305014, 'displayname': 'BNO News', 'description': 'Breaking news and developing stories from the U.S. and around the world. Other accounts: @BNODesk (coronavirus) and @BNONoticias (Spanish)', 'rawDescription': 'Breaking news and developing stories from the U.S. and around the world. Other accounts: @BNODesk (coronavirus) and @BNONoticias (Spanish)', 'descriptionUrls': None, 'verified': True, 'created': '2010-09-10T22:43:34+00:00', 'followersCount': 369473, 'friendsCount': 5, 'statusesCount': 20922, 'favouritesCount': 165, 'listedCount': 4816, 'mediaCount': 4868, 'location': '', 'protected': False, 'linkUrl': 'http://www.bnonews.com', 'linkTcourl': 'https://t.co/DnYxAZCMJ8', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/882103883610427393/vLTiH3uR_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/189305014/1499145031', 'label': None, 'url': 'https://twitter.com/BNONews'}, 'replyCount': 955, 'retweetCount': 10799, 'likeCount': 62094, 'quoteCount': 2198, 'conversationId': 1500234200913518599, 'lang': 'en', 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'sourceUrl': 'https://about.twitter.com/products/tweetdeck', 'sourceLabel': 'TweetDeck', 'outlinks': None, 'tcooutlinks': None, 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None}",,,,,,['StandWithUkraine'],,StandWithUkraine,,standwithukraine'
snscrape.modules.twitter.Tweet,https://twitter.com/Christi71386739/status/1500259675517952008,2022-03-05 23:59:14+00:00,@nexta_tv #StandwithUkraine https://t.co/OpnK34OKo3,@nexta_tv #StandwithUkraine https://t.co/OpnK34OKo3,1.50E+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Christi71386739', 'id': 1175341696642502656, 'displayname': 'Christina Bruno', 'description': 'Food and animal lover , hate Wumao, hate left plastics and hate CCPChina most', 'rawDescription': 'Food and animal lover , hate Wumao, hate left plastics and hate CCPChina most', 'descriptionUrls': None, 'verified': False, 'created': '2019-09-21T09:31:27+00:00', 'followersCount': 634, 'friendsCount': 453, 'statusesCount': 78196, 'favouritesCount': 83706, 'listedCount': 1, 'mediaCount': 8112, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1175341943628283905/x5x8NxUq_normal.jpg', 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/Christi71386739'}",0,0,0,0,1.50E+18,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/FNH-NpAXEAAbzoC?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FNH-NpAXEAAbzoC?format=jpg&name=large'}, {'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/FNH-No6XIAQKBpl?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FNH-No6XIAQKBpl?format=jpg&name=large'}]",,,1.50E+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'nexta_tv', 'id': 1891490382, 'displayname': 'NEXTA', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/nexta_tv'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'nexta_tv', 'id': 1891490382, 'displayname': 'NEXTA', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/nexta_tv'}]",,,['StandwithUkraine'],,StandWithUkraine,,standwithukraine'
snscrape.modules.twitter.Tweet,https://twitter.com/khrismnk/status/1500259648795987969,2022-03-05 23:59:08+00:00,"@ASUS pushes the limits of imagination. Do you think Russia has any limits? Looters, rapists, murderers are scattered around Ukraine, performing acts of violence as you read this. Stop the crime!

#standwithukraine #stopwarinukraine #stoprussianaggression #StopPutin https://t.co/DG8WTq7QUN","@ASUS pushes the limits of imagination. Do you think Russia has any limits? Looters, rapists, murderers are scattered around Ukraine, performing acts of violence as you read this. Stop the crime!

#standwithukraine #stopwarinukraine #stoprussianaggression #StopPutin https://t.co/DG8WTq7QUN",1.50E+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'khrismnk', 'id': 1191660233485160448, 'displayname': 'кхрісмнк', 'description': 'говорю в нікуди', 'rawDescription': 'говорю в нікуди', 'descriptionUrls': None, 'verified': False, 'created': '2019-11-05T10:15:22+00:00', 'followersCount': 81, 'friendsCount': 97, 'statusesCount': 325, 'favouritesCount': 1084, 'listedCount': 0, 'mediaCount': 64, 'location': 'Україна', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1328494490827493377/SJFyl5cn_normal.jpg', 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/khrismnk'}",0,0,0,0,1.50E+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/FNH-MgvWQAMvxUP?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FNH-MgvWQAMvxUP?format=jpg&name=large'}]",,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'ASUS', 'id': 591646425, 'displayname': 'ASUS', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/ASUS'}]",,,"['standwithukraine', 'stopwarinukraine', 'stoprussianaggression', 'StopPutin']",,StandWithUkraine,,stopwarinukraine'
snscrape.modules.twitter.Tweet,https://twitter.com/Nanaboat02066/status/1500259646967369730,2022-03-05 23:59:07+00:00,#StandWithUkraine 🇺🇦 https://t.co/keY2Im3NxH,#StandWithUkraine 🇺🇦 twitter.com/Kyiv/status/15…,1.50E+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Nanaboat02066', 'id': 1269027646152851457, 'displayname': 'Jill West', 'description': 'Success is not final, failure is not fatal: it is the courage to continue that counts   USN Vet', 'rawDescription': 'Success is not final, failure is not fatal: it is the courage to continue that counts   USN Vet', 'descriptionUrls': None, 'verified': False, 'created': '2020-06-05T22:05:55+00:00', 'followersCount': 243, 'friendsCount': 428, 'statusesCount': 109235, 'favouritesCount': 163375, 'listedCount': 1, 'mediaCount': 462, 'location': 'Massachusetts, USA', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1326180290033750017/PYL_Vnn8_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1269027646152851457/1646526851', 'label': None, 'url': 'https://twitter.com/Nanaboat02066'}",0,0,1,0,1.50E+18,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://twitter.com/Kyiv/status/1500147585092313089'],['https://t.co/keY2Im3NxH'],,,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/Kyiv/status/1500147585092313089', 'date': '2022-03-05T16:33:50+00:00', 'content': 'Welcome to the City of Courage, the epicenter of the struggle for freedom and democracy. Ukrainian or not, make your voice heard and fight the Russian aggression!  #StandWithUkraine️', 'renderedContent': 'Welcome to the City of Courage, the epicenter of the struggle for freedom and democracy. Ukrainian or not, make your voice heard and fight the Russian aggression!  #StandWithUkraine️', 'id': 1500147585092313089, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'Kyiv', 'id': 1499831533414371342, 'displayname': 'Kyiv. The City of Courage', 'description': 'The capital of @Ukraine. Fighting for freedom and democratic values while kicking Russian ass with style and class', 'rawDescription': 'The capital of @Ukraine. Fighting for freedom and democratic values while kicking Russian ass with style and class', 'descriptionUrls': None, 'verified': True, 'created': '2022-03-04T19:38:07+00:00', 'followersCount': 202584, 'friendsCount': 1, 'statusesCount': 5, 'favouritesCount': 0, 'listedCount': 590, 'mediaCount': 2, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1499858673568464897/Zae3Kg7t_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1499831533414371342/1646425577', 'label': None, 'url': 'https://twitter.com/Kyiv'}, 'replyCount': 1767, 'retweetCount': 10258, 'likeCount': 43686, 'quoteCount': 872, 'conversationId': 1500147585092313089, 'lang': 'en', 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'sourceUrl': 'https://mobile.twitter.com', 'sourceLabel': 'Twitter Web App', 'outlinks': None, 'tcooutlinks': None, 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': ['StandWithUkraine️'], 'cashtags': None}",,,,,,['StandWithUkraine'],,StandWithUkraine,,standwithukraine'
snscrape.modules.twitter.Tweet,https://twitter.com/EstellaBell1/status/1500259645809647616,2022-03-05 23:59:07+00:00,"Don't underestimate the West, Wallace tells Putin Defence Secretary Ben Wallace has warned Vladimir Putin not to underestimate the West as he said if ... #StandWithUkraine https://t.co/w44ZZdsS89","Don't underestimate the West, Wallace tells Putin Defence Secretary Ben Wallace has warned Vladimir Putin not to underestimate the West as he said if ... #StandWithUkraine metawales.net/048860020-don-…",1.50E+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'EstellaBell1', 'id': 396608587, 'displayname': 'Estella Bell', 'description': 'xmasecard.com/sitemap.xml', 'rawDescription': 'http://t.co/n2HEkY6g', 'descriptionUrls': [{'text': 'xmasecard.com/sitemap.xml', 'url': 'http://xmasecard.com/sitemap.xml', 'tcourl': 'http://t.co/n2HEkY6g', 'indices': [0, 20]}], 'verified': False, 'created': '2011-10-23T14:32:13+00:00', 'followersCount': 523, 'friendsCount': 1559, 'statusesCount': 5510, 'favouritesCount': 11, 'listedCount': 3, 'mediaCount': 0, 'location': 'Chicago', 'protected': False, 'linkUrl': 'http://xmasecard.com', 'linkTcourl': 'http://t.co/tJ8qMYDj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1824283670/35bfdaff59_normal.jpg', 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/EstellaBell1'}",0,0,0,0,1.50E+18,en,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft Power Platform</a>",http://www.powerapps.com,Microsoft Power Platform,['https://metawales.net/048860020-don-t-underestimate-the-west-wallace-tells-putin'],['https://t.co/w44ZZdsS89'],,,,,,,,,['StandWithUkraine'],,StandWithUkraine,,stopputin'
